date,area,average_price,code,houses_sold,no_of_crimes
2002-08-01,tower hamlets,191310,E09000030,502.0,2923.0
2002-09-01,tower hamlets,192486,E09000030,368.0,2909.0
2002-10-01,tower hamlets,199561,E09000030,354.0,3301.0
2002-11-01,tower hamlets,201935,E09000030,336.0,2832.0
2002-12-01,tower hamlets,206096,E09000030,330.0,2642.0
2003-01-01,tower hamlets,206385,E09000030,286.0,2922.0
2003-02-01,tower hamlets,208254,E09000030,233.0,2670.0
2003-03-01,tower hamlets,206864,E09000030,240.0,3169.0
2003-04-01,tower hamlets,208224,E09000030,225.0,2980.0
2003-05-01,tower hamlets,208306,E09000030,331.0,2939.0
2003-06-01,tower hamlets,208760,E09000030,298.0,2640.0
2003-07-01,tower hamlets,206606,E09000030,336.0,3035.0
2003-08-01,tower hamlets,208038,E09000030,361.0,2664.0
2003-09-01,tower hamlets,207149,E09000030,401.0,2950.0
2003-10-01,tower hamlets,206803,E09000030,451.0,3130.0
2003-11-01,tower hamlets,207685,E09000030,469.0,2888.0
2003-12-01,tower hamlets,211745,E09000030,461.0,2665.0
2004-01-01,tower hamlets,212402,E09000030,351.0,2791.0
2004-02-01,tower hamlets,214314,E09000030,345.0,2872.0
2004-03-01,tower hamlets,210840,E09000030,481.0,2892.0
2004-04-01,tower hamlets,214315,E09000030,496.0,2775.0
2004-05-01,tower hamlets,216789,E09000030,477.0,2988.0
2004-06-01,tower hamlets,222638,E09000030,516.0,3228.0
2004-07-01,tower hamlets,222295,E09000030,716.0,3066.0
2004-08-01,tower hamlets,225156,E09000030,568.0,2935.0
2004-09-01,tower hamlets,225016,E09000030,611.0,2799.0
2004-10-01,tower hamlets,225689,E09000030,405.0,2713.0
2004-11-01,tower hamlets,224487,E09000030,358.0,2488.0
2004-12-01,tower hamlets,225902,E09000030,470.0,2051.0
2005-01-01,tower hamlets,228493,E09000030,321.0,2200.0
2005-02-01,tower hamlets,226089,E09000030,311.0,2099.0
2005-03-01,tower hamlets,225128,E09000030,362.0,2394.0
2005-04-01,tower hamlets,229518,E09000030,389.0,2517.0
2005-05-01,tower hamlets,227543,E09000030,393.0,2448.0
2005-06-01,tower hamlets,227355,E09000030,398.0,2632.0
2005-07-01,tower hamlets,219297,E09000030,497.0,2330.0
2005-08-01,tower hamlets,221285,E09000030,421.0,2654.0
2005-09-01,tower hamlets,220635,E09000030,438.0,2528.0
2005-10-01,tower hamlets,222259,E09000030,453.0,2682.0
2005-11-01,tower hamlets,226387,E09000030,405.0,2525.0
2005-12-01,tower hamlets,233558,E09000030,412.0,2254.0
2006-01-01,tower hamlets,236133,E09000030,368.0,2559.0
2006-02-01,tower hamlets,232895,E09000030,325.0,2236.0
2006-03-01,tower hamlets,228655,E09000030,435.0,2510.0
2006-04-01,tower hamlets,234134,E09000030,373.0,2366.0
2006-05-01,tower hamlets,237665,E09000030,454.0,2636.0
2006-06-01,tower hamlets,241094,E09000030,566.0,2438.0
2006-07-01,tower hamlets,240493,E09000030,491.0,2472.0
2006-08-01,tower hamlets,245297,E09000030,509.0,2520.0
2006-09-01,tower hamlets,250210,E09000030,427.0,2621.0
2006-10-01,tower hamlets,253170,E09000030,445.0,2702.0
2006-11-01,tower hamlets,256274,E09000030,480.0,2545.0
2006-12-01,tower hamlets,260377,E09000030,436.0,2156.0
2007-01-01,tower hamlets,264492,E09000030,379.0,2628.0
2007-02-01,tower hamlets,265522,E09000030,365.0,2084.0
2007-03-01,tower hamlets,268086,E09000030,486.0,2795.0
2007-04-01,tower hamlets,274223,E09000030,432.0,2375.0
2007-05-01,tower hamlets,283556,E09000030,468.0,2665.0
2007-06-01,tower hamlets,288890,E09000030,490.0,2597.0
2007-07-01,tower hamlets,295109,E09000030,531.0,2718.0
2007-08-01,tower hamlets,300411,E09000030,456.0,2439.0
2007-09-01,tower hamlets,300846,E09000030,503.0,2395.0
2007-10-01,tower hamlets,302913,E09000030,450.0,2559.0
2007-11-01,tower hamlets,298863,E09000030,461.0,2358.0
2007-12-01,tower hamlets,303163,E09000030,384.0,2138.0
2008-01-01,tower hamlets,300654,E09000030,272.0,2333.0
2008-02-01,tower hamlets,308824,E09000030,248.0,2234.0
2008-03-01,tower hamlets,316156,E09000030,276.0,2397.0
2008-04-01,tower hamlets,321009,E09000030,215.0,2481.0
2008-05-01,tower hamlets,320239,E09000030,262.0,2443.0
2008-06-01,tower hamlets,307659,E09000030,275.0,2263.0
2008-07-01,tower hamlets,301441,E09000030,199.0,2474.0
2008-08-01,tower hamlets,295522,E09000030,253.0,2254.0
2008-09-01,tower hamlets,291280,E09000030,149.0,2213.0
2008-10-01,tower hamlets,288911,E09000030,144.0,2245.0
2008-11-01,tower hamlets,268338,E09000030,106.0,2039.0
2008-12-01,tower hamlets,255993,E09000030,130.0,1646.0
2009-01-01,tower hamlets,251400,E09000030,108.0,1821.0
2009-02-01,tower hamlets,259014,E09000030,121.0,1832.0
2009-03-01,tower hamlets,264712,E09000030,149.0,2527.0
2009-04-01,tower hamlets,256922,E09000030,115.0,2143.0
2009-05-01,tower hamlets,255797,E09000030,192.0,2241.0
2009-06-01,tower hamlets,254834,E09000030,260.0,2205.0
2009-07-01,tower hamlets,247246,E09000030,359.0,2424.0
2009-08-01,tower hamlets,240430,E09000030,299.0,2201.0
2009-09-01,tower hamlets,247731,E09000030,304.0,2002.0
2009-10-01,tower hamlets,264000,E09000030,258.0,2289.0
2009-11-01,tower hamlets,279119,E09000030,367.0,2110.0
2009-12-01,tower hamlets,277776,E09000030,434.0,1902.0
2010-01-01,tower hamlets,277824,E09000030,263.0,1889.0
2010-02-01,tower hamlets,279657,E09000030,263.0,1942.0
2010-03-01,tower hamlets,285936,E09000030,299.0,2188.0
2010-04-01,tower hamlets,288964,E09000030,291.0,2347.0
2010-05-01,tower hamlets,284842,E09000030,343.0,2411.0
2010-06-01,tower hamlets,283434,E09000030,395.0,2387.0
2010-07-01,tower hamlets,280922,E09000030,389.0,2523.0
2010-08-01,tower hamlets,284256,E09000030,277.0,2660.0
2010-09-01,tower hamlets,282087,E09000030,300.0,2535.0
2010-10-01,tower hamlets,284029,E09000030,271.0,2615.0
2010-11-01,tower hamlets,280212,E09000030,391.0,2338.0
2010-12-01,tower hamlets,280822,E09000030,286.0,1922.0
2011-01-01,tower hamlets,283416,E09000030,260.0,2238.0
2011-02-01,tower hamlets,286612,E09000030,209.0,2181.0
2011-03-01,tower hamlets,291277,E09000030,270.0,2513.0
2011-04-01,tower hamlets,292933,E09000030,214.0,2185.0
2011-05-01,tower hamlets,290147,E09000030,279.0,2680.0
2011-06-01,tower hamlets,282145,E09000030,345.0,2636.0
2011-07-01,tower hamlets,277341,E09000030,390.0,3148.0
2011-08-01,tower hamlets,282048,E09000030,307.0,2642.0
2011-09-01,tower hamlets,288844,E09000030,262.0,2286.0
2011-10-01,tower hamlets,290594,E09000030,255.0,2350.0
2011-11-01,tower hamlets,292096,E09000030,321.0,2419.0
2011-12-01,tower hamlets,289696,E09000030,250.0,2133.0
2012-01-01,tower hamlets,287957,E09000030,209.0,2312.0
2012-02-01,tower hamlets,281664,E09000030,246.0,2253.0
2012-03-01,tower hamlets,277389,E09000030,354.0,2467.0
2012-04-01,tower hamlets,275453,E09000030,229.0,2235.0
2012-05-01,tower hamlets,273785,E09000030,332.0,2408.0
2012-06-01,tower hamlets,282399,E09000030,371.0,2918.0
2012-07-01,tower hamlets,283469,E09000030,388.0,2558.0
2012-08-01,tower hamlets,290365,E09000030,330.0,3043.0
2012-09-01,tower hamlets,289175,E09000030,316.0,2295.0
2012-10-01,tower hamlets,294067,E09000030,302.0,2521.0
2012-11-01,tower hamlets,293979,E09000030,296.0,2505.0
2012-12-01,tower hamlets,295734,E09000030,223.0,2098.0
2013-01-01,tower hamlets,293975,E09000030,305.0,2274.0
2013-02-01,tower hamlets,294610,E09000030,253.0,2020.0
2013-03-01,tower hamlets,287167,E09000030,348.0,2209.0
2013-04-01,tower hamlets,291850,E09000030,276.0,2258.0
2013-05-01,tower hamlets,293106,E09000030,299.0,2499.0
2013-06-01,tower hamlets,304280,E09000030,334.0,2218.0
2013-07-01,tower hamlets,306443,E09000030,451.0,2710.0
2013-08-01,tower hamlets,309365,E09000030,469.0,2396.0
2013-09-01,tower hamlets,311870,E09000030,414.0,2268.0
2013-10-01,tower hamlets,324529,E09000030,398.0,2377.0
2013-11-01,tower hamlets,339744,E09000030,486.0,2308.0
2013-12-01,tower hamlets,351674,E09000030,397.0,1992.0
2014-01-01,tower hamlets,355235,E09000030,430.0,2031.0
2014-02-01,tower hamlets,360798,E09000030,426.0,1872.0
2014-03-01,tower hamlets,367789,E09000030,525.0,2214.0
2014-04-01,tower hamlets,376185,E09000030,466.0,2036.0
2014-05-01,tower hamlets,380180,E09000030,438.0,2234.0
2014-06-01,tower hamlets,382091,E09000030,466.0,2416.0
2014-07-01,tower hamlets,380478,E09000030,421.0,2426.0
2014-08-01,tower hamlets,386156,E09000030,405.0,2153.0
2014-09-01,tower hamlets,391887,E09000030,400.0,2326.0
2014-10-01,tower hamlets,401870,E09000030,472.0,2361.0
2014-11-01,tower hamlets,399720,E09000030,397.0,2409.0
2014-12-01,tower hamlets,404511,E09000030,334.0,2245.0
2015-01-01,tower hamlets,407228,E09000030,276.0,2251.0
2015-02-01,tower hamlets,409419,E09000030,251.0,2133.0
2015-03-01,tower hamlets,405580,E09000030,406.0,2365.0
2015-04-01,tower hamlets,409026,E09000030,328.0,2145.0
2015-05-01,tower hamlets,422346,E09000030,401.0,2489.0
2015-06-01,tower hamlets,429689,E09000030,400.0,2364.0
2015-07-01,tower hamlets,426684,E09000030,379.0,2727.0
2015-08-01,tower hamlets,419834,E09000030,368.0,2415.0
2015-09-01,tower hamlets,421779,E09000030,362.0,2346.0
2015-10-01,tower hamlets,426901,E09000030,390.0,2480.0
2015-11-01,tower hamlets,440717,E09000030,313.0,2397.0
2015-12-01,tower hamlets,444125,E09000030,309.0,2481.0
2016-01-01,tower hamlets,458754,E09000030,244.0,2448.0
2016-02-01,tower hamlets,460405,E09000030,330.0,2182.0
2016-03-01,tower hamlets,469410,E09000030,615.0,2311.0
2016-04-01,tower hamlets,456740,E09000030,192.0,2425.0
2016-05-01,tower hamlets,450421,E09000030,295.0,2633.0
2016-06-01,tower hamlets,439720,E09000030,542.0,2596.0
2016-07-01,tower hamlets,443471,E09000030,463.0,2944.0
2016-08-01,tower hamlets,449287,E09000030,393.0,2563.0
2016-09-01,tower hamlets,463714,E09000030,407.0,2593.0
2016-10-01,tower hamlets,465362,E09000030,367.0,2805.0
2016-11-01,tower hamlets,467871,E09000030,373.0,2602.0
2016-12-01,tower hamlets,460400,E09000030,380.0,2536.0
2017-01-01,tower hamlets,458312,E09000030,378.0,2382.0
2017-02-01,tower hamlets,470186,E09000030,383.0,2375.0
2017-03-01,tower hamlets,462762,E09000030,284.0,2572.0
2017-04-01,tower hamlets,465198,E09000030,268.0,2728.0
2017-05-01,tower hamlets,448448,E09000030,314.0,2850.0
2017-06-01,tower hamlets,452345,E09000030,344.0,2828.0
2017-07-01,tower hamlets,449170,E09000030,245.0,3113.0
2017-08-01,tower hamlets,445665,E09000030,301.0,2651.0
2017-09-01,tower hamlets,453992,E09000030,284.0,2611.0
2017-10-01,tower hamlets,468857,E09000030,239.0,2976.0
2017-11-01,tower hamlets,470788,E09000030,220.0,2595.0
2017-12-01,tower hamlets,465625,E09000030,304.0,2348.0
2018-01-01,tower hamlets,447751,E09000030,208.0,2649.0
2018-02-01,tower hamlets,444211,E09000030,209.0,2267.0
2018-03-01,tower hamlets,446384,E09000030,259.0,2692.0
2018-04-01,tower hamlets,455910,E09000030,188.0,2779.0
2018-05-01,tower hamlets,464488,E09000030,218.0,2883.0
2018-06-01,tower hamlets,454415,E09000030,256.0,3005.0
2018-07-01,tower hamlets,448966,E09000030,329.0,3146.0
2018-08-01,tower hamlets,440829,E09000030,364.0,2891.0
2018-09-01,tower hamlets,441546,E09000030,328.0,2851.0
2018-10-01,tower hamlets,435775,E09000030,296.0,2931.0
2018-11-01,tower hamlets,438834,E09000030,279.0,2900.0
2018-12-01,tower hamlets,438896,E09000030,310.0,2695.0
2019-01-01,tower hamlets,434143,E09000030,236.0,2680.0
2019-02-01,tower hamlets,427281,E09000030,195.0,2642.0
2019-03-01,tower hamlets,428572,E09000030,230.0,3295.0
2019-04-01,tower hamlets,432566,E09000030,140.0,2859.0
2019-05-01,tower hamlets,427827,E09000030,173.0,3017.0
2019-06-01,tower hamlets,428141,E09000030,157.0,3118.0
2019-07-01,tower hamlets,432142,E09000030,223.0,3095.0
2019-08-01,tower hamlets,442846,E09000030,211.0,2851.0
2019-09-01,tower hamlets,448436,E09000030,168.0,2779.0
2019-10-01,tower hamlets,455091,E09000030,144.0,3058.0
2019-11-01,tower hamlets,453177,E09000030,140.0,3051.0
2001-01-01,waltham forest,108104,E09000031,354.0,1988.0
2001-02-01,waltham forest,109479,E09000031,332.0,1901.0
2001-03-01,waltham forest,109564,E09000031,427.0,2211.0
2001-04-01,waltham forest,111125,E09000031,403.0,2116.0
2001-05-01,waltham forest,113053,E09000031,436.0,2280.0
2001-06-01,waltham forest,116171,E09000031,513.0,2361.0
2001-07-01,waltham forest,118344,E09000031,493.0,2387.0
2001-08-01,waltham forest,121751,E09000031,553.0,2131.0
2001-09-01,waltham forest,124842,E09000031,459.0,2240.0
2001-10-01,waltham forest,129079,E09000031,488.0,2632.0
2001-11-01,waltham forest,131280,E09000031,458.0,2546.0
2001-12-01,waltham forest,133329,E09000031,351.0,2119.0
2002-01-01,waltham forest,132999,E09000031,330.0,2580.0
2002-02-01,waltham forest,135039,E09000031,400.0,2415.0
2002-03-01,waltham forest,135544,E09000031,413.0,2505.0
2002-04-01,waltham forest,137582,E09000031,441.0,2744.0
2002-05-01,waltham forest,138977,E09000031,523.0,2941.0
2002-06-01,waltham forest,142690,E09000031,408.0,2729.0
2002-07-01,waltham forest,147919,E09000031,538.0,2630.0
2002-08-01,waltham forest,152343,E09000031,495.0,2466.0
2002-09-01,waltham forest,158905,E09000031,496.0,2541.0
2002-10-01,waltham forest,163081,E09000031,444.0,2576.0
2002-11-01,waltham forest,166378,E09000031,440.0,2400.0
2002-12-01,waltham forest,166195,E09000031,360.0,2117.0
2003-01-01,waltham forest,169942,E09000031,351.0,2376.0
2003-02-01,waltham forest,171680,E09000031,384.0,2085.0
2003-03-01,waltham forest,172572,E09000031,413.0,2378.0
2003-04-01,waltham forest,172688,E09000031,328.0,2295.0
2003-05-01,waltham forest,175423,E09000031,363.0,2517.0
2003-06-01,waltham forest,177061,E09000031,404.0,2406.0
2003-07-01,waltham forest,177200,E09000031,426.0,2464.0
2003-08-01,waltham forest,175879,E09000031,417.0,2455.0
2003-09-01,waltham forest,175410,E09000031,445.0,2479.0
2003-10-01,waltham forest,174870,E09000031,525.0,2450.0
2003-11-01,waltham forest,177734,E09000031,432.0,2406.0
2003-12-01,waltham forest,180451,E09000031,443.0,2202.0
2004-01-01,waltham forest,184384,E09000031,404.0,2412.0
2004-02-01,waltham forest,184587,E09000031,370.0,2282.0
2004-03-01,waltham forest,185933,E09000031,446.0,2385.0
2004-04-01,waltham forest,186612,E09000031,456.0,2195.0
2004-05-01,waltham forest,189153,E09000031,375.0,2416.0
2004-06-01,waltham forest,191249,E09000031,475.0,2310.0
2004-07-01,waltham forest,194032,E09000031,461.0,2173.0
2004-08-01,waltham forest,194118,E09000031,418.0,2039.0
2004-09-01,waltham forest,194742,E09000031,376.0,2246.0
2004-10-01,waltham forest,196152,E09000031,360.0,2381.0
2004-11-01,waltham forest,197816,E09000031,319.0,2354.0
2004-12-01,waltham forest,197755,E09000031,282.0,2292.0
2005-01-01,waltham forest,194194,E09000031,220.0,2347.0
2005-02-01,waltham forest,192179,E09000031,277.0,2143.0
2005-03-01,waltham forest,192514,E09000031,245.0,2247.0
2005-04-01,waltham forest,194379,E09000031,266.0,2255.0
2005-05-01,waltham forest,195431,E09000031,298.0,2293.0
2005-06-01,waltham forest,198182,E09000031,355.0,2340.0
2005-07-01,waltham forest,198532,E09000031,445.0,2479.0
2005-08-01,waltham forest,200141,E09000031,417.0,2284.0
2005-09-01,waltham forest,200104,E09000031,394.0,2288.0
2005-10-01,waltham forest,200675,E09000031,453.0,2484.0
2005-11-01,waltham forest,200694,E09000031,445.0,2485.0
2005-12-01,waltham forest,199861,E09000031,439.0,2281.0
2006-01-01,waltham forest,200760,E09000031,329.0,2186.0
2006-02-01,waltham forest,201812,E09000031,327.0,2184.0
2006-03-01,waltham forest,201594,E09000031,409.0,2286.0
2006-04-01,waltham forest,201965,E09000031,344.0,2296.0
2006-05-01,waltham forest,203055,E09000031,365.0,2561.0
2006-06-01,waltham forest,205951,E09000031,427.0,2265.0
2006-07-01,waltham forest,210994,E09000031,435.0,2573.0
2006-08-01,waltham forest,213044,E09000031,498.0,2177.0
2006-09-01,waltham forest,216862,E09000031,415.0,2213.0
2006-10-01,waltham forest,217643,E09000031,494.0,2474.0
2006-11-01,waltham forest,220037,E09000031,502.0,2300.0
2006-12-01,waltham forest,222776,E09000031,436.0,2098.0
2007-01-01,waltham forest,225087,E09000031,349.0,2371.0
2007-02-01,waltham forest,228926,E09000031,368.0,2121.0
2007-03-01,waltham forest,228273,E09000031,438.0,2473.0
2007-04-01,waltham forest,230686,E09000031,358.0,2121.0
2007-05-01,waltham forest,232135,E09000031,400.0,2220.0
2007-06-01,waltham forest,235926,E09000031,467.0,2280.0
2007-07-01,waltham forest,239500,E09000031,429.0,2334.0
2007-08-01,waltham forest,242899,E09000031,523.0,2085.0
2007-09-01,waltham forest,246078,E09000031,408.0,2031.0
2007-10-01,waltham forest,243918,E09000031,426.0,2189.0
2007-11-01,waltham forest,244998,E09000031,375.0,2018.0
2007-12-01,waltham forest,245782,E09000031,284.0,1861.0
2008-01-01,waltham forest,249909,E09000031,247.0,2071.0
2008-02-01,waltham forest,247972,E09000031,245.0,2004.0
2008-03-01,waltham forest,245837,E09000031,228.0,2102.0
2008-04-01,waltham forest,241305,E09000031,273.0,2104.0
2008-05-01,waltham forest,239640,E09000031,223.0,2267.0
2008-06-01,waltham forest,237698,E09000031,216.0,2311.0
2008-07-01,waltham forest,235584,E09000031,202.0,2245.0
2008-08-01,waltham forest,231836,E09000031,191.0,1989.0
2008-09-01,waltham forest,225870,E09000031,161.0,2170.0
2008-10-01,waltham forest,217345,E09000031,170.0,2173.0
2008-11-01,waltham forest,212138,E09000031,110.0,1993.0
2008-12-01,waltham forest,209504,E09000031,124.0,1881.0
2009-01-01,waltham forest,210847,E09000031,110.0,2214.0
2009-02-01,waltham forest,207677,E09000031,97.0,1919.0
2009-03-01,waltham forest,203666,E09000031,115.0,2344.0
2009-04-01,waltham forest,198869,E09000031,103.0,2185.0
2009-05-01,waltham forest,196298,E09000031,127.0,2212.0
2009-06-01,waltham forest,196354,E09000031,154.0,2533.0
2009-07-01,waltham forest,198089,E09000031,216.0,2374.0
2009-08-01,waltham forest,202191,E09000031,191.0,2172.0
2009-09-01,waltham forest,207632,E09000031,191.0,2202.0
2009-10-01,waltham forest,210786,E09000031,243.0,2239.0
2009-11-01,waltham forest,213323,E09000031,201.0,2225.0
2009-12-01,waltham forest,213488,E09000031,223.0,2085.0
2010-01-01,waltham forest,214784,E09000031,139.0,2020.0
2010-02-01,waltham forest,219368,E09000031,171.0,1917.0
2010-03-01,waltham forest,222308,E09000031,180.0,2329.0
2010-04-01,waltham forest,225011,E09000031,160.0,2243.0
2010-05-01,waltham forest,223346,E09000031,150.0,2511.0
2010-06-01,waltham forest,220083,E09000031,232.0,2407.0
2010-07-01,waltham forest,222931,E09000031,225.0,2526.0
2010-08-01,waltham forest,222520,E09000031,209.0,2256.0
2010-09-01,waltham forest,227125,E09000031,192.0,2447.0
2010-10-01,waltham forest,224120,E09000031,212.0,2363.0
2010-11-01,waltham forest,223285,E09000031,188.0,2257.0
2010-12-01,waltham forest,220346,E09000031,184.0,1944.0
2011-01-01,waltham forest,217838,E09000031,161.0,2240.0
2011-02-01,waltham forest,218775,E09000031,163.0,2137.0
2011-03-01,waltham forest,216578,E09000031,192.0,2221.0
2011-04-01,waltham forest,218535,E09000031,153.0,2183.0
2011-05-01,waltham forest,219335,E09000031,160.0,2381.0
2011-06-01,waltham forest,219149,E09000031,193.0,2211.0
2011-07-01,waltham forest,221138,E09000031,201.0,2299.0
2011-08-01,waltham forest,219626,E09000031,243.0,2209.0
2011-09-01,waltham forest,224327,E09000031,214.0,1841.0
2011-10-01,waltham forest,224940,E09000031,212.0,2065.0
2011-11-01,waltham forest,225477,E09000031,206.0,2089.0
2011-12-01,waltham forest,225147,E09000031,219.0,1880.0
2012-01-01,waltham forest,224074,E09000031,162.0,1790.0
2012-02-01,waltham forest,225214,E09000031,161.0,1783.0
2012-03-01,waltham forest,224065,E09000031,248.0,2176.0
2012-04-01,waltham forest,225589,E09000031,125.0,2068.0
2012-05-01,waltham forest,228914,E09000031,159.0,2201.0
2012-06-01,waltham forest,232595,E09000031,203.0,2137.0
2012-07-01,waltham forest,236796,E09000031,199.0,2088.0
2012-08-01,waltham forest,236018,E09000031,240.0,2076.0
2012-09-01,waltham forest,235161,E09000031,179.0,2008.0
2012-10-01,waltham forest,231512,E09000031,208.0,2009.0
2012-11-01,waltham forest,231968,E09000031,234.0,2098.0
2012-12-01,waltham forest,236814,E09000031,207.0,2000.0
2013-01-01,waltham forest,236856,E09000031,170.0,2179.0
2013-02-01,waltham forest,239893,E09000031,188.0,1809.0
2013-03-01,waltham forest,239644,E09000031,206.0,1805.0
2013-04-01,waltham forest,244410,E09000031,188.0,1839.0
2013-05-01,waltham forest,250011,E09000031,217.0,1916.0
2013-06-01,waltham forest,251846,E09000031,197.0,1824.0
2013-07-01,waltham forest,256557,E09000031,284.0,1856.0
2013-08-01,waltham forest,258568,E09000031,295.0,1893.0
2013-09-01,waltham forest,264711,E09000031,252.0,1894.0
2013-10-01,waltham forest,266435,E09000031,300.0,1962.0
2013-11-01,waltham forest,269068,E09000031,295.0,1850.0
2013-12-01,waltham forest,273184,E09000031,313.0,1813.0
2014-01-01,waltham forest,279085,E09000031,241.0,1765.0
2014-02-01,waltham forest,287032,E09000031,265.0,1703.0
2014-03-01,waltham forest,290182,E09000031,297.0,1787.0
2014-04-01,waltham forest,295647,E09000031,262.0,1702.0
2014-05-01,waltham forest,301593,E09000031,323.0,1756.0
2014-06-01,waltham forest,309114,E09000031,304.0,1790.0
2014-07-01,waltham forest,321200,E09000031,348.0,1817.0
2014-08-01,waltham forest,329447,E09000031,326.0,1721.0
2014-09-01,waltham forest,340698,E09000031,305.0,1700.0
2014-10-01,waltham forest,342013,E09000031,334.0,1768.0
2014-11-01,waltham forest,341818,E09000031,283.0,1759.0
2014-12-01,waltham forest,341382,E09000031,278.0,1623.0
2015-01-01,waltham forest,338714,E09000031,238.0,1716.0
2015-02-01,waltham forest,337205,E09000031,233.0,1575.0
2015-03-01,waltham forest,335743,E09000031,320.0,1857.0
2015-04-01,waltham forest,339615,E09000031,293.0,1741.0
2015-05-01,waltham forest,342505,E09000031,240.0,1688.0
2015-06-01,waltham forest,350958,E09000031,283.0,1941.0
2015-07-01,waltham forest,355647,E09000031,356.0,1964.0
2015-08-01,waltham forest,366329,E09000031,321.0,1804.0
2015-09-01,waltham forest,371423,E09000031,328.0,1662.0
2015-10-01,waltham forest,380366,E09000031,298.0,1833.0
2015-11-01,waltham forest,385214,E09000031,302.0,1969.0
2015-12-01,waltham forest,386441,E09000031,282.0,1893.0
2016-01-01,waltham forest,391911,E09000031,257.0,1749.0
2016-02-01,waltham forest,404347,E09000031,254.0,1752.0
2016-03-01,waltham forest,411148,E09000031,421.0,1817.0
2016-04-01,waltham forest,410743,E09000031,162.0,1729.0
2016-05-01,waltham forest,403536,E09000031,187.0,1827.0
2016-06-01,waltham forest,405638,E09000031,229.0,1881.0
2016-07-01,waltham forest,413813,E09000031,260.0,1897.0
2016-08-01,waltham forest,415579,E09000031,284.0,1736.0
2016-09-01,waltham forest,416108,E09000031,262.0,1706.0
2016-10-01,waltham forest,420220,E09000031,283.0,1831.0
2016-11-01,waltham forest,430893,E09000031,236.0,1772.0
2016-12-01,waltham forest,433857,E09000031,239.0,1763.0
2017-01-01,waltham forest,435682,E09000031,229.0,1821.0
2017-02-01,waltham forest,430742,E09000031,216.0,1767.0
2017-03-01,waltham forest,437021,E09000031,250.0,2010.0
2017-04-01,waltham forest,429417,E09000031,177.0,1762.0
2017-05-01,waltham forest,432327,E09000031,188.0,1936.0
2017-06-01,waltham forest,425961,E09000031,260.0,2042.0
2017-07-01,waltham forest,435802,E09000031,246.0,1984.0
2017-08-01,waltham forest,437935,E09000031,258.0,1800.0
2017-09-01,waltham forest,444191,E09000031,239.0,1890.0
2017-10-01,waltham forest,442340,E09000031,274.0,2098.0
2017-11-01,waltham forest,440513,E09000031,222.0,1983.0
2017-12-01,waltham forest,441468,E09000031,234.0,1715.0
2018-01-01,waltham forest,446779,E09000031,180.0,1904.0
2018-02-01,waltham forest,447479,E09000031,190.0,1819.0
2018-03-01,waltham forest,441672,E09000031,210.0,1967.0
2018-04-01,waltham forest,430972,E09000031,173.0,1861.0
2018-05-01,waltham forest,430305,E09000031,217.0,1960.0
2018-06-01,waltham forest,435316,E09000031,239.0,1918.0
2018-07-01,waltham forest,444867,E09000031,262.0,2037.0
2018-08-01,waltham forest,445652,E09000031,304.0,1968.0
2018-09-01,waltham forest,447630,E09000031,257.0,2034.0
2018-10-01,waltham forest,441611,E09000031,252.0,2188.0
2018-11-01,waltham forest,438951,E09000031,277.0,2082.0
2018-12-01,waltham forest,439079,E09000031,253.0,1960.0
2019-01-01,waltham forest,435182,E09000031,208.0,2077.0
2019-02-01,waltham forest,436468,E09000031,156.0,1861.0
2019-03-01,waltham forest,429418,E09000031,186.0,2039.0
2019-04-01,waltham forest,432420,E09000031,164.0,1899.0
2019-05-01,waltham forest,425770,E09000031,180.0,2100.0
2019-06-01,waltham forest,422441,E09000031,270.0,2091.0
2019-07-01,waltham forest,418695,E09000031,237.0,2047.0
2019-08-01,waltham forest,426489,E09000031,226.0,1938.0
2019-09-01,waltham forest,431498,E09000031,207.0,2061.0
2019-10-01,waltham forest,434610,E09000031,203.0,2093.0
2019-11-01,waltham forest,435963,E09000031,201.0,2080.0
2001-01-01,wandsworth,192543,E09000032,528.0,2750.0
2001-02-01,wandsworth,196030,E09000032,476.0,2276.0
2001-03-01,wandsworth,196606,E09000032,656.0,2576.0
2001-04-01,wandsworth,198933,E09000032,649.0,2610.0
2001-05-01,wandsworth,205136,E09000032,789.0,2850.0
2001-06-01,wandsworth,207820,E09000032,799.0,2743.0
2001-07-01,wandsworth,210317,E09000032,798.0,2881.0
2001-08-01,wandsworth,209549,E09000032,832.0,2602.0
2001-09-01,wandsworth,212200,E09000032,631.0,2561.0
2001-10-01,wandsworth,212575,E09000032,647.0,2921.0
2001-11-01,wandsworth,209695,E09000032,699.0,2766.0
2001-12-01,wandsworth,210753,E09000032,578.0,2470.0
2002-01-01,wandsworth,211791,E09000032,531.0,2931.0
2002-02-01,wandsworth,211816,E09000032,514.0,2613.0
2002-03-01,wandsworth,213660,E09000032,641.0,2690.0
2002-04-01,wandsworth,222258,E09000032,699.0,2922.0
2002-05-01,wandsworth,231020,E09000032,892.0,3051.0
2002-06-01,wandsworth,237993,E09000032,736.0,2774.0
2002-07-01,wandsworth,240343,E09000032,963.0,2962.0
2002-08-01,wandsworth,245806,E09000032,876.0,2736.0
2002-09-01,wandsworth,247282,E09000032,789.0,2832.0
2002-10-01,wandsworth,245428,E09000032,689.0,2746.0
2002-11-01,wandsworth,243014,E09000032,627.0,2816.0
